hotel_id,hotel_name,review_id,guest_type,rating_10,title,stay_date,mentioned_attributes,text
"pendry_chicago","Pendry Chicago","pendry_chicago_014","wedding guest","8","Easy choice for the neighborhood","Jan 2026","wifiReliability; serviceQuality","We booked Pendry Chicago for a short Chicago stay. Parking was useful, though it added to the planning. I had no trouble using the Wi-Fi from the room or lobby. Staff gave helpful directions and followed up when we asked for extra towels. I left feeling the stay did what I needed it to do."
"pendry_chicago","Pendry Chicago","pendry_chicago_015","conference attendee","7","Worked well for this trip","Mar 2024","cleanliness; breakfastQuality; valueForMoney","I chose Pendry Chicago because I wanted to be in Chicago Loop. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. I noticed clean linens and a tidy bathroom throughout the stay. The final price felt high once parking and extras were included. It worked for this trip, though a few details kept it from being excellent."
"pendry_chicago","Pendry Chicago","pendry_chicago_016","international tourist","7","Convenient but not perfect","Oct 2025","cleanliness; roomComfort; noiseLevel; breakfastQuality","I chose Pendry Chicago because I wanted to be in Chicago Loop. Parking was useful, though it added to the planning. The room felt clean when we arrived, and the bathroom looked freshly serviced. We slept well, and the linens made the room feel more upscale. We heard hallway doors and nearby nightlife more than expected."
"pendry_chicago","Pendry Chicago","pendry_chicago_017","family with young children","8","Great base in Chicago","Mar 2026","valueForMoney; cleanliness; serviceQuality","We booked Pendry Chicago for a short Chicago stay. The hotel details, including fitness center, terrace, games room, live music and four restaurants, gave the stay a polished feel. The room felt clean when we arrived, and the bathroom looked freshly serviced. Service was polished without feeling stiff, especially at check-in. For a city stay, the hotel worked very well."
"pendry_chicago","Pendry Chicago","pendry_chicago_018","business traveler","6","Convenient but not perfect","Jun 2026","valueForMoney; cleanliness; noiseLevel","We booked Pendry Chicago for a short Chicago stay. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. I noticed clean linens and a tidy bathroom throughout the stay. The location is fun, but the room was not as quiet as I hoped. I liked the stay overall, with a couple of practical caveats."
"pendry_chicago","Pendry Chicago","pendry_chicago_019","wedding guest","7","Stylish with caveats","Dec 2025","roomComfort; valueForMoney","I chose Pendry Chicago because I wanted to be in Chicago Loop. The King Guestroom, 295 sq ft matched the listing and made a clear first impression. The seating and bed were comfortable enough for a two-night stay. It was a nice stay, but the rate felt steep for what we received. I would stay again, but only if the rate made sense."
"pendry_chicago","Pendry Chicago","pendry_chicago_020","solo traveler","8","Strong city stay","May 2026","cleanliness; locationConvenience","I chose Pendry Chicago because I wanted to be in Chicago Loop. The location near Millennium Park, the Art Institute, Cloud Gate and the Chicago Riverwalk shaped most of our plans. The room felt clean when we arrived, and the bathroom looked freshly serviced. We could reach most plans without thinking too hard about transportation. Overall, I would stay again for the convenience and comfort."
"pendry_chicago","Pendry Chicago","pendry_chicago_021","remote worker","8","Easy choice for the neighborhood","Dec 2024","cleanliness; wifiReliability","I stayed at Pendry Chicago during a remote-work stay. Parking was useful, though it added to the planning. I noticed clean linens and a tidy bathroom throughout the stay. Wi-Fi connected quickly and did not drop during my stay. For a city stay, the hotel worked very well."
"pendry_chicago","Pendry Chicago","pendry_chicago_022","traveler with elderly parents","9","Polished stay","Apr 2024","serviceQuality; breakfastQuality; cleanliness","We booked Pendry Chicago for a short Chicago stay. Parking was useful, though it added to the planning. The front desk was warm and handled check-in quickly. Breakfast was a pleasant start, with enough options before heading out. Housekeeping did a strong job; towels, counters and floors were consistently clean."
"pendry_chicago","Pendry Chicago","pendry_chicago_023","wedding guest","9","Easy choice for the neighborhood","Jul 2024","breakfastQuality; roomComfort; wifiReliability; serviceQuality","This was my first time staying at Pendry Chicago. Being near State/Lake station made the first day easier. The breakfast service was good, and coffee was easy to get in the morning. The seating and bed were comfortable enough for a two-night stay. The internet connection was steady enough for work, maps and streaming."
"pendry_chicago","Pendry Chicago","pendry_chicago_024","solo traveler","8","Comfortable and convenient","Jun 2026","noiseLevel; breakfastQuality; cleanliness; roomComfort","We booked Pendry Chicago for a short Chicago stay. The King Guestroom, 295 sq ft matched the listing and made a clear first impression. Light sleepers may want earplugs because traffic and guests were audible. We liked having a real breakfast option on-site instead of searching early. The bathroom and bedding felt crisp, which made the stay easier to trust."
"pendry_chicago","Pendry Chicago","pendry_chicago_025","family with young children","8","Great base in Chicago","Feb 2025","noiseLevel; cleanliness; roomComfort; locationConvenience","I stayed at Pendry Chicago during a family trip with young children. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. Light sleepers may want earplugs because traffic and guests were audible. Housekeeping did a strong job; towels, counters and floors were consistently clean. The seating and bed were comfortable enough for a two-night stay."
"pendry_chicago","Pendry Chicago","pendry_chicago_026","friends on a weekend trip","8","Strong city stay","Oct 2025","serviceQuality; roomComfort","I stayed at Pendry Chicago during a weekend trip with friends. Parking was useful, though it added to the planning. Staff gave helpful directions and followed up when we asked for extra towels. The bed was comfortable, and the room layout worked well for unpacking and relaxing. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_027","solo traveler","8","Great base in Chicago","Aug 2024","locationConvenience; valueForMoney; wifiReliability","We booked Pendry Chicago for a short Chicago stay. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. The neighborhood was convenient for food, shopping and quick rides. It was a nice stay, but the rate felt steep for what we received. Wi-Fi connected quickly and did not drop during my stay."
"pendry_chicago","Pendry Chicago","pendry_chicago_028","wedding guest","9","Strong city stay","Aug 2025","roomComfort; wifiReliability","This was my first time staying at Pendry Chicago. We used State/Lake station more than expected, and it helped with timing. The room felt thoughtfully designed, with enough space around the bed and desk. Wi-Fi stayed reliable during video calls and evening browsing. I left feeling the stay did what I needed it to do."
"pendry_chicago","Pendry Chicago","pendry_chicago_029","family with young children","8","Great base in Chicago","Jan 2024","breakfastQuality; roomComfort; wifiReliability; noiseLevel","This was my first time staying at Pendry Chicago. The location near Millennium Park, the Art Institute, Cloud Gate and the Chicago Riverwalk shaped most of our plans. Wi-Fi stayed reliable during video calls and evening browsing. The location is fun, but the room was not as quiet as I hoped. I left feeling the stay did what I needed it to do."
"pendry_chicago","Pendry Chicago","pendry_chicago_030","family with young children","8","Strong city stay","Mar 2025","cleanliness; locationConvenience","I stayed at Pendry Chicago during a family trip with young children. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. I noticed clean linens and a tidy bathroom throughout the stay. The location made it easy to walk to restaurants, transit and major sights. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_031","conference attendee","10","Comfortable and convenient","Jun 2026","breakfastQuality; locationConvenience; wifiReliability; roomComfort","I chose Pendry Chicago because I wanted to be in Chicago Loop. Being near State/Lake station made the first day easier. Breakfast was better than expected and helped before a packed day. We could reach most plans without thinking too hard about transportation. I had no trouble using the Wi-Fi from the room or lobby."
"pendry_chicago","Pendry Chicago","pendry_chicago_032","solo traveler","7","Nice hotel, a few issues","Jun 2025","serviceQuality; noiseLevel; breakfastQuality","I stayed at Pendry Chicago during a solo visit. The hotel details, including fitness center, terrace, games room, live music and four restaurants, gave the stay a polished feel. Staff gave helpful directions and followed up when we asked for extra towels. Light sleepers may want earplugs because traffic and guests were audible. We liked having a real breakfast option on-site instead of searching early."
"pendry_chicago","Pendry Chicago","pendry_chicago_033","international tourist","7","Good stay with trade-offs","Jan 2024","noiseLevel; roomComfort; valueForMoney","I stayed at Pendry Chicago during a first sightseeing trip to Chicago. The location is fun, but the room was not as quiet as I hoped. The seating and bed were comfortable enough for a two-night stay. It was a nice stay, but the rate felt steep for what we received. I liked the stay overall, with a couple of practical caveats."
"pendry_chicago","Pendry Chicago","pendry_chicago_034","wedding guest","7","Stylish with caveats","Apr 2026","valueForMoney; locationConvenience; wifiReliability","I stayed at Pendry Chicago during a wedding weekend. It was a nice stay, but the rate felt steep for what we received. The neighborhood was convenient for food, shopping and quick rides. Wi-Fi connected quickly and did not drop during my stay. I liked the stay overall, with a couple of practical caveats."
"pendry_chicago","Pendry Chicago","pendry_chicago_035","parents visiting a student","6","Worked well for this trip","Aug 2024","valueForMoney; breakfastQuality; noiseLevel","I chose Pendry Chicago because I wanted to be in Chicago Loop. The King Guestroom, 295 sq ft matched the listing and made a clear first impression. Value was the main drawback, especially for a short stay. The location is fun, but the room was not as quiet as I hoped. The positives outweighed the drawbacks, but the hotel is not perfect."
"pendry_chicago","Pendry Chicago","pendry_chicago_036","wedding guest","6","Stylish with caveats","Jan 2024","noiseLevel; valueForMoney","I chose Pendry Chicago because I wanted to be in Chicago Loop. Being near State/Lake station made the first day easier. Light sleepers may want earplugs because traffic and guests were audible. I liked the hotel, but I would compare prices carefully before booking again. The positives outweighed the drawbacks, but the hotel is not perfect."
"pendry_chicago","Pendry Chicago","pendry_chicago_037","wedding guest","8","Strong city stay","Jul 2024","serviceQuality; cleanliness; locationConvenience","Our trip brought us to Pendry Chicago for two nights. The hotel details, including fitness center, terrace, games room, live music and four restaurants, gave the stay a polished feel. The front desk was warm and handled check-in quickly. The location made it easy to walk to restaurants, transit and major sights. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_038","wedding guest","9","Comfortable and convenient","Dec 2025","locationConvenience; roomComfort","I stayed at Pendry Chicago during a wedding weekend. Being near State/Lake station made the first day easier. We could reach most plans without thinking too hard about transportation. We slept well, and the linens made the room feel more upscale. Overall, I would stay again for the convenience and comfort."
"pendry_chicago","Pendry Chicago","pendry_chicago_039","traveler with elderly parents","8","Great base in Chicago","Oct 2025","wifiReliability; breakfastQuality; serviceQuality; noiseLevel","This was my first time staying at Pendry Chicago. The internet connection was steady enough for work, maps and streaming. Service was polished without feeling stiff, especially at check-in. We heard hallway doors and nearby nightlife more than expected. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_040","wedding guest","9","Strong city stay","Mar 2024","cleanliness; breakfastQuality","I stayed at Pendry Chicago during a wedding weekend. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. Housekeeping did a strong job; towels, counters and floors were consistently clean. We liked having a real breakfast option on-site instead of searching early. Overall, I would stay again for the convenience and comfort."
"pendry_chicago","Pendry Chicago","pendry_chicago_041","conference attendee","9","Great base in Chicago","Jan 2025","cleanliness; serviceQuality; breakfastQuality","Our trip brought us to Pendry Chicago for two nights. The location near Millennium Park, the Art Institute, Cloud Gate and the Chicago Riverwalk shaped most of our plans. Housekeeping did a strong job; towels, counters and floors were consistently clean. Breakfast was a pleasant start, with enough options before heading out. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_042","international tourist","8","Great base in Chicago","Jun 2026","wifiReliability; cleanliness; noiseLevel; serviceQuality","I chose Pendry Chicago because I wanted to be in Chicago Loop. Wi-Fi connected quickly and did not drop during my stay. We heard hallway doors and nearby nightlife more than expected. The front desk was warm and handled check-in quickly. For a city stay, the hotel worked very well."
"pendry_chicago","Pendry Chicago","pendry_chicago_043","friends on a weekend trip","7","Stylish with caveats","Feb 2025","breakfastQuality; noiseLevel; locationConvenience","I stayed at Pendry Chicago during a weekend trip with friends. Parking was useful, though it added to the planning. Breakfast was a pleasant start, with enough options before heading out. Being close to transit saved time, especially when crossing town. It worked for this trip, though a few details kept it from being excellent."
"pendry_chicago","Pendry Chicago","pendry_chicago_044","conference attendee","8","Strong city stay","Apr 2025","locationConvenience; breakfastQuality","Our trip brought us to Pendry Chicago for two nights. Parking was useful, though it added to the planning. Being close to transit saved time, especially when crossing town. We liked having a real breakfast option on-site instead of searching early. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_045","solo traveler","5","Not my best Chicago stay","Nov 2025","valueForMoney; cleanliness; noiseLevel","We booked Pendry Chicago for a short Chicago stay. The King Guestroom, 295 sq ft matched the listing and made a clear first impression. I liked the hotel, but I would compare prices carefully before booking again. I noticed clean linens and a tidy bathroom throughout the stay. Street noise carried into the room late at night."
"pendry_chicago","Pendry Chicago","pendry_chicago_046","family with young children","7","Good stay with trade-offs","Aug 2025","wifiReliability; cleanliness; valueForMoney","I stayed at Pendry Chicago during a family trip with young children. Parking was useful, though it added to the planning. The internet connection was steady enough for work, maps and streaming. I noticed clean linens and a tidy bathroom throughout the stay. Value was the main drawback, especially for a short stay."
"pendry_chicago","Pendry Chicago","pendry_chicago_047","local staycation guest","7","Good stay with trade-offs","May 2026","wifiReliability; serviceQuality; noiseLevel; locationConvenience","Our trip brought us to Pendry Chicago for two nights. Parking was useful, though it added to the planning. Light sleepers may want earplugs because traffic and guests were audible. The neighborhood was convenient for food, shopping and quick rides. I liked the stay overall, with a couple of practical caveats."
"pendry_chicago","Pendry Chicago","pendry_chicago_048","conference attendee","5","Not my best Chicago stay","Dec 2025","noiseLevel; valueForMoney","I stayed at Pendry Chicago during a conference week. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. Light sleepers may want earplugs because traffic and guests were audible. Value was the main drawback, especially for a short stay. I would only return if the rate were much lower."
"pendry_chicago","Pendry Chicago","pendry_chicago_049","family with young children","8","Comfortable and convenient","Apr 2026","noiseLevel; locationConvenience; roomComfort; breakfastQuality","We booked Pendry Chicago for a short Chicago stay. The neighborhood was convenient for food, shopping and quick rides. The bed was comfortable, and the room layout worked well for unpacking and relaxing. Breakfast was better than expected and helped before a packed day. For a city stay, the hotel worked very well."
"pendry_chicago","Pendry Chicago","pendry_chicago_050","family with young children","7","Convenient but not perfect","Mar 2026","valueForMoney; locationConvenience","Our trip brought us to Pendry Chicago for two nights. We used State/Lake station more than expected, and it helped with timing. It was a nice stay, but the rate felt steep for what we received. The location made it easy to walk to restaurants, transit and major sights. I liked the stay overall, with a couple of practical caveats."
"pendry_chicago","Pendry Chicago","pendry_chicago_051","business traveler","6","Nice hotel, a few issues","Mar 2024","noiseLevel; serviceQuality; breakfastQuality; valueForMoney","I stayed at Pendry Chicago during a business trip. The location is fun, but the room was not as quiet as I hoped. The breakfast service was good, and coffee was easy to get in the morning. It was a nice stay, but the rate felt steep for what we received. The positives outweighed the drawbacks, but the hotel is not perfect."
"pendry_chicago","Pendry Chicago","pendry_chicago_052","local staycation guest","8","Strong city stay","Mar 2026","serviceQuality; breakfastQuality","I chose Pendry Chicago because I wanted to be in Chicago Loop. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. Staff gave helpful directions and followed up when we asked for extra towels. We liked having a real breakfast option on-site instead of searching early. For a city stay, the hotel worked very well."
"pendry_chicago","Pendry Chicago","pendry_chicago_053","solo traveler","6","Convenient but not perfect","May 2025","locationConvenience; serviceQuality; valueForMoney; noiseLevel","This was my first time staying at Pendry Chicago. The hotel details, including fitness center, terrace, games room, live music and four restaurants, gave the stay a polished feel. I liked the hotel, but I would compare prices carefully before booking again. The location is fun, but the room was not as quiet as I hoped. The positives outweighed the drawbacks, but the hotel is not perfect."
"pendry_chicago","Pendry Chicago","pendry_chicago_054","family with young children","8","Comfortable and convenient","Aug 2025","locationConvenience; wifiReliability; roomComfort; noiseLevel","We booked Pendry Chicago for a short Chicago stay. Being close to transit saved time, especially when crossing town. I had no trouble using the Wi-Fi from the room or lobby. Street noise carried into the room late at night. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_055","solo traveler","8","Comfortable and convenient","Jun 2025","noiseLevel; serviceQuality; wifiReliability; breakfastQuality","Our trip brought us to Pendry Chicago for two nights. The concierge and front desk made the stay feel well managed. I had no trouble using the Wi-Fi from the room or lobby. The breakfast service was good, and coffee was easy to get in the morning. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_056","family with young children","7","Stylish with caveats","Jan 2026","cleanliness; noiseLevel; serviceQuality","I stayed at Pendry Chicago during a family trip with young children. The hotel details, including fitness center, terrace, games room, live music and four restaurants, gave the stay a polished feel. Street noise carried into the room late at night. The concierge and front desk made the stay feel well managed. It worked for this trip, though a few details kept it from being excellent."
"pendry_chicago","Pendry Chicago","pendry_chicago_057","business traveler","6","Good stay with trade-offs","Aug 2024","noiseLevel; valueForMoney","I chose Pendry Chicago because I wanted to be in Chicago Loop. Being near State/Lake station made the first day easier. Street noise carried into the room late at night. I liked the hotel, but I would compare prices carefully before booking again. I would stay again, but only if the rate made sense."
"pendry_chicago","Pendry Chicago","pendry_chicago_058","business traveler","7","Worked well for this trip","Dec 2024","noiseLevel; locationConvenience; serviceQuality","Our trip brought us to Pendry Chicago for two nights. We heard hallway doors and nearby nightlife more than expected. The location made it easy to walk to restaurants, transit and major sights. The concierge and front desk made the stay feel well managed. I liked the stay overall, with a couple of practical caveats."
"pendry_chicago","Pendry Chicago","pendry_chicago_059","parents visiting a student","9","Strong city stay","Jan 2026","locationConvenience; breakfastQuality; wifiReliability; serviceQuality","We booked Pendry Chicago for a short Chicago stay. The location made it easy to walk to restaurants, transit and major sights. Breakfast was a pleasant start, with enough options before heading out. I had no trouble using the Wi-Fi from the room or lobby. Staff gave helpful directions and followed up when we asked for extra towels."
"pendry_chicago","Pendry Chicago","pendry_chicago_060","international tourist","9","Polished stay","Aug 2025","serviceQuality; breakfastQuality; locationConvenience","I stayed at Pendry Chicago during a first sightseeing trip to Chicago. The King Guestroom, 295 sq ft matched the listing and made a clear first impression. The concierge and front desk made the stay feel well managed. We could reach most plans without thinking too hard about transportation. For a city stay, the hotel worked very well."
"pendry_chicago","Pendry Chicago","pendry_chicago_061","local staycation guest","9","Strong city stay","Apr 2026","roomComfort; breakfastQuality; wifiReliability","We booked Pendry Chicago for a short Chicago stay. The hotel details, including fitness center, terrace, games room, live music and four restaurants, gave the stay a polished feel. We slept well, and the linens made the room feel more upscale. Breakfast was a pleasant start, with enough options before heading out. The internet connection was steady enough for work, maps and streaming."
"pendry_chicago","Pendry Chicago","pendry_chicago_062","friends on a weekend trip","7","Nice hotel, a few issues","Jul 2025","noiseLevel; serviceQuality","This was my first time staying at Pendry Chicago. Parking was useful, though it added to the planning. The location is fun, but the room was not as quiet as I hoped. The front desk was warm and handled check-in quickly. The positives outweighed the drawbacks, but the hotel is not perfect."
"pendry_chicago","Pendry Chicago","pendry_chicago_063","parents visiting a student","8","Polished stay","May 2024","cleanliness; noiseLevel; breakfastQuality; roomComfort","Our trip brought us to Pendry Chicago for two nights. Street noise carried into the room late at night. The breakfast service was good, and coffee was easy to get in the morning. The seating and bed were comfortable enough for a two-night stay. For a city stay, the hotel worked very well."
"pendry_chicago","Pendry Chicago","pendry_chicago_064","remote worker","7","Nice hotel, a few issues","Feb 2024","locationConvenience; serviceQuality; valueForMoney","I chose Pendry Chicago because I wanted to be in Chicago Loop. Being near State/Lake station made the first day easier. We could reach most plans without thinking too hard about transportation. Service was polished without feeling stiff, especially at check-in. I liked the hotel, but I would compare prices carefully before booking again."
"pendry_chicago","Pendry Chicago","pendry_chicago_065","conference attendee","8","Strong city stay","Dec 2024","serviceQuality; valueForMoney; breakfastQuality; cleanliness","This was my first time staying at Pendry Chicago. Being near State/Lake station made the first day easier. Staff gave helpful directions and followed up when we asked for extra towels. I liked the hotel, but I would compare prices carefully before booking again. Breakfast was a pleasant start, with enough options before heading out."
"pendry_chicago","Pendry Chicago","pendry_chicago_066","couple","6","Convenient but not perfect","May 2025","valueForMoney; wifiReliability; noiseLevel; serviceQuality","I chose Pendry Chicago because I wanted to be in Chicago Loop. Value was the main drawback, especially for a short stay. The internet connection was steady enough for work, maps and streaming. Light sleepers may want earplugs because traffic and guests were audible. The concierge and front desk made the stay feel well managed."
"pendry_chicago","Pendry Chicago","pendry_chicago_067","international tourist","9","Strong city stay","Apr 2024","cleanliness; locationConvenience","I stayed at Pendry Chicago during a first sightseeing trip to Chicago. Being near State/Lake station made the first day easier. The room felt clean when we arrived, and the bathroom looked freshly serviced. The neighborhood was convenient for food, shopping and quick rides. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_068","family with young children","7","Worked well for this trip","May 2024","roomComfort; breakfastQuality; valueForMoney","I chose Pendry Chicago because I wanted to be in Chicago Loop. We used State/Lake station more than expected, and it helped with timing. The bed was comfortable, and the room layout worked well for unpacking and relaxing. We liked having a real breakfast option on-site instead of searching early. The final price felt high once parking and extras were included."
"pendry_chicago","Pendry Chicago","pendry_chicago_069","conference attendee","8","Polished stay","Apr 2025","serviceQuality; valueForMoney; cleanliness","Our trip brought us to Pendry Chicago for two nights. We tried Chateau Carbide and the hotel restaurants, which made it convenient to stay close in the evening. Service was polished without feeling stiff, especially at check-in. Housekeeping did a strong job; towels, counters and floors were consistently clean. It was an easy hotel to recommend for this kind of trip."
"pendry_chicago","Pendry Chicago","pendry_chicago_070","conference attendee","9","Polished stay","Mar 2025","wifiReliability; valueForMoney; breakfastQuality; cleanliness","I chose Pendry Chicago because I wanted to be in Chicago Loop. We used State/Lake station more than expected, and it helped with timing. I had no trouble using the Wi-Fi from the room or lobby. The final price felt high once parking and extras were included. Breakfast was a pleasant start, with enough options before heading out."
"pendry_chicago","Pendry Chicago","pendry_chicago_071","parents visiting a student","7","Nice hotel, a few issues","Jan 2024","valueForMoney; breakfastQuality","Our trip brought us to Pendry Chicago for two nights. The final price felt high once parking and extras were included. The breakfast service was good, and coffee was easy to get in the morning. I liked the stay overall, with a couple of practical caveats."
"pendry_chicago","Pendry Chicago","pendry_chicago_072","friends on a weekend trip","6","Convenient but not perfect","Jul 2024","serviceQuality; valueForMoney; wifiReliability; noiseLevel","Our trip brought us to Pendry Chicago for two nights. The hotel details, including fitness center, terrace, games room, live music and four restaurants, gave the stay a polished feel. Value was the main drawback, especially for a short stay. Wi-Fi connected quickly and did not drop during my stay. We heard hallway doors and nearby nightlife more than expected."
"pendry_chicago","Pendry Chicago","pendry_chicago_073","business traveler","8","Strong city stay","Dec 2024","locationConvenience; roomComfort","We booked Pendry Chicago for a short Chicago stay. Being near State/Lake station made the first day easier. We could reach most plans without thinking too hard about transportation. The seating and bed were comfortable enough for a two-night stay. Overall, I would stay again for the convenience and comfort."
"pendry_chicago","Pendry Chicago","pendry_chicago_074","couple","7","Stylish with caveats","Sep 2025","valueForMoney; roomComfort; wifiReliability","Our trip brought us to Pendry Chicago for two nights. The location near Millennium Park, the Art Institute, Cloud Gate and the Chicago Riverwalk shaped most of our plans. The final price felt high once parking and extras were included. We slept well, and the linens made the room feel more upscale. I had no trouble using the Wi-Fi from the room or lobby."
"pendry_chicago","Pendry Chicago","pendry_chicago_075","family with young children","8","Strong city stay","May 2025","roomComfort; valueForMoney; wifiReliability","Our trip brought us to Pendry Chicago for two nights. We used State/Lake station more than expected, and it helped with timing. I liked the hotel, but I would compare prices carefully before booking again. I had no trouble using the Wi-Fi from the room or lobby. I left feeling the stay did what I needed it to do."
